panel,draw,t,x,a,y
1,3564,1.0,0.5,1.8,1.4193933294443468
1,3565,1.0,0.5,1.8,0.6964415949121289
1,3566,1.0,0.5,1.8,0.8469062872458423
1,3567,1.0,0.5,1.8,1.0124179783340939
1,3568,1.0,0.5,1.8,0.9681167642596982
1,3569,1.0,0.5,1.8,0.8015271462391188
1,3570,1.0,0.5,1.8,1.26413698187128
1,3571,1.0,0.5,1.8,0.4333452501131413
1,3572,1.0,0.5,1.8,0.8942773772007381
1,3573,1.0,0.5,1.8,0.4655703084655187
1,3574,1.0,0.5,1.8,1.0539457780961947
1,3575,1.0,0.5,1.8,1.4636065128490994
1,3576,1.0,0.5,1.8,0.8068175663986624
1,3577,1.0,0.5,1.8,0.77119574062836
1,3578,1.0,0.5,1.8,0.8071556610999884
1,3579,1.0,0.5,1.8,1.0584799839701977
1,3580,1.0,0.5,1.8,0.856213217602428
1,3581,1.0,0.5,1.8,0.7139147495486998
1,3582,1.0,0.5,1.8,0.6473741841381501
1,3583,1.0,0.5,1.8,0.7216384849479173
1,3584,1.0,0.5,1.8,1.3843798350984247
1,3585,1.0,0.5,1.8,1.4202044688647506
1,3586,1.0,0.5,1.8,0.6495365473476185
1,3587,1.0,0.5,1.8,1.005296626712627
1,3588,1.0,0.5,1.8,1.3991929369272962
1,3589,1.0,0.5,1.8,1.2243002203098847
1,3590,1.0,0.5,1.8,0.6568331312095629
1,3591,1.0,0.5,1.8,1.2559735653710982
1,3592,1.0,0.5,1.8,0.8095766647349009
1,3593,1.0,0.5,1.8,1.421210693357916
1,3594,1.0,0.5,1.8,1.5779818087247492
1,3595,1.0,0.5,1.8,1.24838463806583
1,3596,1.0,0.5,1.8,1.2689452064738793
1,3597,1.0,0.5,1.8,0.47569546061774964
1,3598,1.0,0.5,1.8,1.1025702290564239
1,3599,1.0,0.5,1.8,0.9500741097034424
1,3600,1.0,0.5,1.8,1.2891100993579487
1,3601,1.0,0.5,1.8,0.5741644582470696
1,3602,1.0,0.5,1.8,1.209081064513566
1,3603,1.0,0.5,1.8,0.12922875785604127
1,3604,1.0,0.5,1.8,0.9269814912225909
1,3605,1.0,0.5,1.8,0.5677234892014029
1,3606,1.0,0.5,1.8,0.493962184030744
1,3607,1.0,0.5,1.8,1.5944032415973144
1,3608,1.0,0.5,1.8,1.3485958008653043
1,3609,1.0,0.5,1.8,0.9902242659496808
1,3610,1.0,0.5,1.8,0.2944697701054417
1,3611,1.0,0.5,1.8,0.8324680407429002
1,3612,1.0,0.5,1.8,1.4299594002315457
1,3613,1.0,0.5,1.8,0.7670546930575277
1,3614,1.0,0.5,1.8,0.8048495985096582
1,3615,1.0,0.5,1.8,0.61605772694972
1,3616,1.0,0.5,1.8,0.5396560951523588
1,3617,1.0,0.5,1.8,1.5108789522347539
1,3618,1.0,0.5,1.8,0.6845593598486718
1,3619,1.0,0.5,1.8,0.8464807085102628
1,3620,1.0,0.5,1.8,0.9271006801473116
1,3621,1.0,0.5,1.8,0.24919845419388387
1,3622,1.0,0.5,1.8,0.40761667223121345
1,3623,1.0,0.5,1.8,0.36678872213675673
1,3624,1.0,0.5,1.8,1.6530710795145427
1,3625,1.0,0.5,1.8,1.419800255942404
1,3626,1.0,0.5,1.8,0.5385895350160541
1,3627,1.0,0.5,1.8,0.5483001826280325
1,3628,1.0,0.5,1.8,1.2707989683874694
1,3629,1.0,0.5,1.8,0.7603957799593519
1,3630,1.0,0.5,1.8,0.7773071055283797
1,3631,1.0,0.5,1.8,1.1254033539092432
1,3632,1.0,0.5,1.8,1.5194683703741723
1,3633,1.0,0.5,1.8,0.8603992155771385
1,3634,1.0,0.5,1.8,1.4734479955478361
1,3635,1.0,0.5,1.8,0.5353311389596125
1,3636,1.0,0.5,1.8,0.22308849647852205
1,3637,1.0,0.5,1.8,0.48773714571620985
1,3638,1.0,0.5,1.8,1.608278142100908
1,3639,1.0,0.5,1.8,1.1535066274727512
1,3640,1.0,0.5,1.8,1.173240798964024
1,3641,1.0,0.5,1.8,1.0910773783417094
1,3642,1.0,0.5,1.8,1.6155076287566212
1,3643,1.0,0.5,1.8,0.5933628691728458
1,3644,1.0,0.5,1.8,0.8132412966053838
1,3645,1.0,0.5,1.8,0.8978206908182691
1,3646,1.0,0.5,1.8,0.8240733085962574
1,3647,1.0,0.5,1.8,1.4005395207463083
1,3648,1.0,0.5,1.8,1.0211271441827265
1,3649,1.0,0.5,1.8,0.3566880524951011
1,3650,1.0,0.5,1.8,1.2900553640256949
1,3651,1.0,0.5,1.8,0.7441609944425387
1,3652,1.0,0.5,1.8,1.4144534950881442
1,3653,1.0,0.5,1.8,0.6709604597096079
1,3654,1.0,0.5,1.8,0.282206238153067
1,3655,1.0,0.5,1.8,0.8123676414672029
1,3656,1.0,0.5,1.8,0.3023438852860965
1,3657,1.0,0.5,1.8,0.3236961159872744
1,3658,1.0,0.5,1.8,0.8015771532086761
1,3659,1.0,0.5,1.8,0.8536420524055103
1,3660,1.0,0.5,1.8,0.836057178095936
1,3661,1.0,0.5,1.8,1.3794611027817998
1,3662,1.0,0.5,1.8,1.3503670419356775
1,3663,1.0,0.5,1.8,0.4564768356247212
1,3664,1.0,0.5,1.8,1.3185540293530775
1,3665,1.0,0.5,1.8,1.7589339434774698
1,3666,1.0,0.5,1.8,1.35306280070848
1,3667,1.0,0.5,1.8,0.38415289266839536
1,3668,1.0,0.5,1.8,1.2962113786453358
1,3669,1.0,0.5,1.8,1.0300174889665257
1,3670,1.0,0.5,1.8,1.076584718385907
1,3671,1.0,0.5,1.8,0.786644345845267
1,3672,1.0,0.5,1.8,0.32441643697992745
1,3673,1.0,0.5,1.8,1.6466809334625245
1,3674,1.0,0.5,1.8,0.5567065223694528
1,3675,1.0,0.5,1.8,0.8184208480173361
1,3676,1.0,0.5,1.8,1.4631931471113315
1,3677,1.0,0.5,1.8,0.2852889074417416
1,3678,1.0,0.5,1.8,1.4829804302765888
1,3679,1.0,0.5,1.8,0.6708980631032141
1,3680,1.0,0.5,1.8,1.3508384161198368
1,3681,1.0,0.5,1.8,1.166280961704447
1,3682,1.0,0.5,1.8,1.2848604610662908
1,3683,1.0,0.5,1.8,0.659074749497532
1,3684,1.0,0.5,1.8,1.4044907376077043
1,3685,1.0,0.5,1.8,0.9058978380906217
1,3686,1.0,0.5,1.8,0.20098407334776588
1,3687,1.0,0.5,1.8,0.6084386377091134
1,3688,1.0,0.5,1.8,0.23704142877401566
1,3689,1.0,0.5,1.8,0.5228888219681455
1,3690,1.0,0.5,1.8,1.1107363744678962
1,3691,1.0,0.5,1.8,1.294171661047134
1,3692,1.0,0.5,1.8,1.220301888973595
1,3693,1.0,0.5,1.8,0.44216256567946965
1,3694,1.0,0.5,1.8,0.8391109649458227
1,3695,1.0,0.5,1.8,0.8702094343198844
1,3696,1.0,0.5,1.8,1.538562079094254
1,3697,1.0,0.5,1.8,0.3991060256259587
1,3698,1.0,0.5,1.8,0.6875176423898424
1,3699,1.0,0.5,1.8,0.8977386240731547
1,3700,1.0,0.5,1.8,1.2040387483785888
1,3701,1.0,0.5,1.8,1.0133660542642704
1,3702,1.0,0.5,1.8,1.3279674878010235
1,3703,1.0,0.5,1.8,1.1811696416624708
1,3704,1.0,0.5,1.8,0.7123336859867166
1,3705,1.0,0.5,1.8,0.09287278274949394
1,3706,1.0,0.5,1.8,1.2561942828661246
1,3707,1.0,0.5,1.8,1.150384076680462
1,3708,1.0,0.5,1.8,1.3570546906098877
1,3709,1.0,0.5,1.8,0.9310750923596249
1,3710,1.0,0.5,1.8,1.139376720740921
1,3711,1.0,0.5,1.8,0.9916282526717457
1,3712,1.0,0.5,1.8,0.6520635348881345
1,3713,1.0,0.5,1.8,1.2417484623571813
1,3714,1.0,0.5,1.8,1.2658030969854994
1,3715,1.0,0.5,1.8,0.5976337145794134
1,3716,1.0,0.5,1.8,0.9391259104663107
1,3717,1.0,0.5,1.8,0.379587967332662
1,3718,1.0,0.5,1.8,1.326808184950743
1,3719,1.0,0.5,1.8,0.5834455336270373
1,3720,1.0,0.5,1.8,0.7545999864888655
1,3721,1.0,0.5,1.8,0.5634348958431684
1,3722,1.0,0.5,1.8,1.014856655495448
1,3723,1.0,0.5,1.8,0.7458186613404258
1,3724,1.0,0.5,1.8,0.5328281833141779
1,3725,1.0,0.5,1.8,1.4794762217213726
1,3726,1.0,0.5,1.8,0.340506705578015
1,3727,1.0,0.5,1.8,0.6804156197489541
1,3728,1.0,0.5,1.8,1.3796193839922481
1,3729,1.0,0.5,1.8,0.7306627179114311
1,3730,1.0,0.5,1.8,0.07431164998413237
1,3731,1.0,0.5,1.8,1.14640751745344
1,3732,1.0,0.5,1.8,0.9963075376175078
1,3733,1.0,0.5,1.8,1.290982649306208
1,3734,1.0,0.5,1.8,0.8386480214392014
1,3735,1.0,0.5,1.8,0.8243316172016141
1,3736,1.0,0.5,1.8,0.5513575507192156
1,3737,1.0,0.5,1.8,0.9604627345099294
1,3738,1.0,0.5,1.8,1.1446414325572634
1,3739,1.0,0.5,1.8,1.59093115714331
1,3740,1.0,0.5,1.8,0.9840018361698135
1,3741,1.0,0.5,1.8,1.2701325065713402
1,3742,1.0,0.5,1.8,0.36785657243834885
1,3743,1.0,0.5,1.8,0.8279770915679364
1,3744,1.0,0.5,1.8,0.7559269212284744
1,3745,1.0,0.5,1.8,1.0257215594995777
1,3746,1.0,0.5,1.8,1.1973098984438268
1,3747,1.0,0.5,1.8,0.45113265345239084
1,3748,1.0,0.5,1.8,1.1018552762069385
1,3749,1.0,0.5,1.8,0.23103588660590096
1,3750,1.0,0.5,1.8,0.4321604435510224
1,3751,1.0,0.5,1.8,0.942458646851003
1,3752,1.0,0.5,1.8,0.7370283642946608
1,3753,1.0,0.5,1.8,0.6227132412885349
1,3754,1.0,0.5,1.8,1.6659071322812173
1,3755,1.0,0.5,1.8,1.4053179170051582
1,3756,1.0,0.5,1.8,0.8829524448619084
1,3757,1.0,0.5,1.8,0.6055855742269062
1,3758,1.0,0.5,1.8,0.933232112479041
1,3759,1.0,0.5,1.8,0.5357749982430698
1,3760,1.0,0.5,1.8,0.7858718573116916
1,3761,1.0,0.5,1.8,1.2068344460710467
1,3762,1.0,0.5,1.8,0.8174870426651769
1,3763,1.0,0.5,1.8,1.2741857335047915
1,3764,1.0,0.5,1.8,1.211479032177118
1,3765,1.0,0.5,1.8,1.7165923152472904
1,3766,1.0,0.5,1.8,1.2900936134541856
1,3767,1.0,0.5,1.8,1.0078725886822795
1,3768,1.0,0.5,1.8,1.1244729319916849
1,3769,1.0,0.5,1.8,1.0027530721576865
1,3770,1.0,0.5,1.8,1.135951895318034
1,3771,1.0,0.5,1.8,0.7031995606995441
1,3772,1.0,0.5,1.8,0.591332203415123
1,3773,1.0,0.5,1.8,0.36429501638110845
1,3774,1.0,0.5,1.8,1.3894486210357548
1,3775,1.0,0.5,1.8,1.184735464055008
1,3776,1.0,0.5,1.8,1.1389135559141936
1,3777,1.0,0.5,1.8,1.0515795585262449
1,3778,1.0,0.5,1.8,0.8240476572527801
1,3779,1.0,0.5,1.8,0.8931229845446478
1,3780,1.0,0.5,1.8,1.2326649948773223
1,3781,1.0,0.5,1.8,1.1822821181775602
1,3782,1.0,0.5,1.8,0.5109709128442055
1,3783,1.0,0.5,1.8,0.9893573390000531
1,3784,1.0,0.5,1.8,0.7116910384135818
1,3785,1.0,0.5,1.8,0.8405984924670191
1,3786,1.0,0.5,1.8,0.5914908805789821
1,3787,1.0,0.5,1.8,1.021256673721554
1,3788,1.0,0.5,1.8,1.3177299784908694
1,3789,1.0,0.5,1.8,0.7763066639506004
1,3790,1.0,0.5,1.8,1.1658852194991367
1,3791,1.0,0.5,1.8,0.8285402102717795
1,3792,1.0,0.5,1.8,0.9600227438871023
1,3793,1.0,0.5,1.8,1.62808251685875
1,3794,1.0,0.5,1.8,0.8762865932113542
1,3795,1.0,0.5,1.8,0.6011136960772707
1,3796,1.0,0.5,1.8,0.44436319497320437
1,3797,1.0,0.5,1.8,1.555858871831432
1,3798,1.0,0.5,1.8,1.016159339861536
1,3799,1.0,0.5,1.8,1.2433211511864783
1,3800,1.0,0.5,1.8,1.57881123271467
1,3801,1.0,0.5,1.8,0.3068018412851342
1,3802,1.0,0.5,1.8,0.6004208870239304
1,3803,1.0,0.5,1.8,0.6811907670516459
1,3804,1.0,0.5,1.8,0.630845840793108
1,3805,1.0,0.5,1.8,1.1740923822123592
1,3806,1.0,0.5,1.8,1.1789905260510183
1,3807,1.0,0.5,1.8,1.6547173402984134
1,3808,1.0,0.5,1.8,0.934114529454941
1,3809,1.0,0.5,1.8,1.0309828715802
1,3810,1.0,0.5,1.8,1.1129049226962289
1,3811,1.0,0.5,1.8,1.4584657337675706
1,3812,1.0,0.5,1.8,0.47807975773081013
1,3813,1.0,0.5,1.8,0.48359532509554315
1,3814,1.0,0.5,1.8,1.165737111321024
1,3815,1.0,0.5,1.8,1.2886512674576913
1,3816,1.0,0.5,1.8,1.2065692246236512
1,3817,1.0,0.5,1.8,0.8933994238272296
1,3818,1.0,0.5,1.8,1.188414823755417
1,3819,1.0,0.5,1.8,1.4087208245448826
1,3820,1.0,0.5,1.8,1.058709284039494
1,3821,1.0,0.5,1.8,0.34724906448564363
1,3822,1.0,0.5,1.8,0.3763015471647717
1,3823,1.0,0.5,1.8,1.0004049305306681
1,3824,1.0,0.5,1.8,0.7186735006851573
1,3825,1.0,0.5,1.8,0.6973846507444778
1,3826,1.0,0.5,1.8,1.340891359002847
1,3827,1.0,0.5,1.8,0.7822905971141352
1,3828,1.0,0.5,1.8,0.5353106780449955
1,3829,1.0,0.5,1.8,1.1547412628759848
1,3830,1.0,0.5,1.8,0.6219504484714126
1,3831,1.0,0.5,1.8,0.7453098013872514
1,3832,1.0,0.5,1.8,0.9004908021970378
1,3833,1.0,0.5,1.8,1.1132365006150025
1,3834,1.0,0.5,1.8,1.0767044531226075
1,3835,1.0,0.5,1.8,1.32017961106361
1,3836,1.0,0.5,1.8,0.7332186176351958
1,3837,1.0,0.5,1.8,1.1313283109177423
1,3838,1.0,0.5,1.8,0.8692351839724817
1,3839,1.0,0.5,1.8,1.408427060281159
1,3840,1.0,0.5,1.8,0.1873008015658578
1,3841,1.0,0.5,1.8,0.8205858580701813
1,3842,1.0,0.5,1.8,1.1724271010760006
1,3843,1.0,0.5,1.8,0.8764390093167286
1,3844,1.0,0.5,1.8,0.5325233627509595
1,3845,1.0,0.5,1.8,0.5076259857585509
1,3846,1.0,0.5,1.8,1.0710836199200768
1,3847,1.0,0.5,1.8,0.22349121799790114
1,3848,1.0,0.5,1.8,0.9979014502099136
1,3849,1.0,0.5,1.8,1.2218301078110996
1,3850,1.0,0.5,1.8,1.1753862738448042
1,3851,1.0,0.5,1.8,0.32661721335895644
1,3852,1.0,0.5,1.8,0.5509576333281909
1,3853,1.0,0.5,1.8,1.5779676831805962
1,3854,1.0,0.5,1.8,0.594642340941516
1,3855,1.0,0.5,1.8,0.7938595692187097
1,3856,1.0,0.5,1.8,1.0634357994567232
1,3857,1.0,0.5,1.8,1.5032498114975361
1,3858,1.0,0.5,1.8,1.3697479825532142
1,3859,1.0,0.5,1.8,0.7595283563544472
1,3860,1.0,0.5,1.8,1.3197800155440438
1,3861,1.0,0.5,1.8,0.6482212252597244
1,3862,1.0,0.5,1.8,0.15941735767803733
1,3863,1.0,0.5,1.8,1.362698136580063
1,3864,1.0,0.5,1.8,1.1627897567028525
1,3865,1.0,0.5,1.8,0.8759042130858837
1,3866,1.0,0.5,1.8,0.8039858735382657
1,3867,1.0,0.5,1.8,0.4789788414563761
1,3868,1.0,0.5,1.8,0.1310230780001399
1,3869,1.0,0.5,1.8,1.2938902323443755
1,3870,1.0,0.5,1.8,1.1465848491527852
1,3871,1.0,0.5,1.8,1.0373069778665738
1,3872,1.0,0.5,1.8,0.710845850811985
1,3873,1.0,0.5,1.8,1.1500404398075967
1,3874,1.0,0.5,1.8,1.4774467145044505
1,3875,1.0,0.5,1.8,1.5466877871632347
1,3876,1.0,0.5,1.8,0.9758081069271781
1,3877,1.0,0.5,1.8,0.5007524409994903
1,3878,1.0,0.5,1.8,0.3361205938591655
1,3879,1.0,0.5,1.8,0.8899445448954749
1,3880,1.0,0.5,1.8,0.8321813879656638
1,3881,1.0,0.5,1.8,1.0254471262329923
1,3882,1.0,0.5,1.8,0.7292776316868614
1,3883,1.0,0.5,1.8,0.9919481223205814
1,3884,1.0,0.5,1.8,1.5058305989088403
1,3885,1.0,0.5,1.8,1.3630605722594868
1,3886,1.0,0.5,1.8,1.0846700973000307
1,3887,1.0,0.5,1.8,1.633798301823335
1,3888,1.0,0.5,1.8,0.9042625044837479
1,3889,1.0,0.5,1.8,1.736389073384271
1,3890,1.0,0.5,1.8,1.5848346715285593
1,3891,1.0,0.5,1.8,1.3041952030525417
1,3892,1.0,0.5,1.8,1.0665476239986922
1,3893,1.0,0.5,1.8,1.4834320856199998
1,3894,1.0,0.5,1.8,0.8808815335736899
1,3895,1.0,0.5,1.8,0.36054267728395367
1,3896,1.0,0.5,1.8,0.7711937803441655
1,3897,1.0,0.5,1.8,0.4301402224489846
1,3898,1.0,0.5,1.8,1.4532298743400491
1,3899,1.0,0.5,1.8,1.6512005031712398
1,3900,1.0,0.5,1.8,0.5349091549826108
1,3901,1.0,0.5,1.8,1.3042640407502184
1,3902,1.0,0.5,1.8,0.8287542746273513
1,3903,1.0,0.5,1.8,0.7988048399518727
1,3904,1.0,0.5,1.8,0.8718855258641777
1,3905,1.0,0.5,1.8,1.5179273674748277
1,3906,1.0,0.5,1.8,0.9756496602749437
1,3907,1.0,0.5,1.8,1.5627803574085544
1,3908,1.0,0.5,1.8,0.16760283726278627
1,3909,1.0,0.5,1.8,0.4762082803697293
1,3910,1.0,0.5,1.8,1.0937800407855713
1,3911,1.0,0.5,1.8,1.0323411955865156
1,3912,1.0,0.5,1.8,0.8116257161957473
1,3913,1.0,0.5,1.8,0.45086553941222707
1,3914,1.0,0.5,1.8,0.6812628405301834
1,3915,1.0,0.5,1.8,1.3738148232569045
1,3916,1.0,0.5,1.8,0.36651221119703875
1,3917,1.0,0.5,1.8,0.4312414115858919
1,3918,1.0,0.5,1.8,0.1978644917740905
1,3919,1.0,0.5,1.8,0.18603643483251361
1,3920,1.0,0.5,1.8,0.7426100954527408
1,3921,1.0,0.5,1.8,1.6792392857354403
1,3922,1.0,0.5,1.8,0.9531602029243077
1,3923,1.0,0.5,1.8,0.9405845825846149
1,3924,1.0,0.5,1.8,1.1348333463356954
1,3925,1.0,0.5,1.8,0.2758651838276275
1,3926,1.0,0.5,1.8,0.7993532647079571
1,3927,1.0,0.5,1.8,1.37164793452413
1,3928,1.0,0.5,1.8,0.9610769360441489
1,3929,1.0,0.5,1.8,0.0875508283142442
1,3930,1.0,0.5,1.8,0.5339123659199496
1,3931,1.0,0.5,1.8,0.944001761398926
1,3932,1.0,0.5,1.8,1.005135104220809
1,3933,1.0,0.5,1.8,0.671656666077805
1,3934,1.0,0.5,1.8,0.8411131405757405
1,3935,1.0,0.5,1.8,0.91963542260618
1,3936,1.0,0.5,1.8,1.111160427442651
1,3937,1.0,0.5,1.8,0.504634765792839
1,3938,1.0,0.5,1.8,0.8727298839542165
1,3939,1.0,0.5,1.8,1.3186606868732549
1,3940,1.0,0.5,1.8,0.7924859633078305
1,3941,1.0,0.5,1.8,1.0443336119097728
1,3942,1.0,0.5,1.8,1.0655439059084657
1,3943,1.0,0.5,1.8,1.26890997308424
1,3944,1.0,0.5,1.8,1.0590091916808655
1,3945,1.0,0.5,1.8,1.1733425924757572
1,3946,1.0,0.5,1.8,1.5908711899178811
1,3947,1.0,0.5,1.8,1.5280419310663949
1,3948,1.0,0.5,1.8,1.0979653212884526
1,3949,1.0,0.5,1.8,0.7634506369772501
1,3950,1.0,0.5,1.8,0.3967735953313726
1,3951,1.0,0.5,1.8,0.6288251303933348
1,3952,1.0,0.5,1.8,0.907605855076804
1,3953,1.0,0.5,1.8,1.0508991966473302
1,3954,1.0,0.5,1.8,0.5222704648331615
1,3955,1.0,0.5,1.8,1.1516009329141248
1,3956,1.0,0.5,1.8,1.0936515158473832
1,3957,1.0,0.5,1.8,0.501859637039148
1,3958,1.0,0.5,1.8,1.022068971486833
1,3959,1.0,0.5,1.8,1.2384585918641438
1,3960,1.0,0.5,1.8,0.04449433224910069
1,3961,1.0,0.5,1.8,0.4329644754007213
1,3962,1.0,0.5,1.8,1.174459170723684
1,3963,1.0,0.5,1.8,1.3026896033689854
1,3964,1.0,0.5,1.8,0.10794628452587478
1,3965,1.0,0.5,1.8,1.5500541954582034
1,3966,1.0,0.5,1.8,0.5857542743692397
1,3967,1.0,0.5,1.8,1.1098950465019124
1,3968,1.0,0.5,1.8,1.7109774851232733
1,3969,1.0,0.5,1.8,0.41270791384256417
1,3970,1.0,0.5,1.8,1.683524995872204
1,3971,1.0,0.5,1.8,0.72690345611856
1,3972,1.0,0.5,1.8,1.169498187014603
1,3973,1.0,0.5,1.8,1.2314379176069825
1,3974,1.0,0.5,1.8,1.455283432404586
1,3975,1.0,0.5,1.8,0.8787088169090904
1,3976,1.0,0.5,1.8,1.0060241701292236
1,3977,1.0,0.5,1.8,0.9180972785147433
1,3978,1.0,0.5,1.8,1.0980761124563487
1,3979,1.0,0.5,1.8,0.8794009058307408
1,3980,1.0,0.5,1.8,0.8112884138788385
1,3981,1.0,0.5,1.8,0.8101822358768725
1,3982,1.0,0.5,1.8,1.1192701358067074
1,3983,1.0,0.5,1.8,0.5719948157832876
1,3984,1.0,0.5,1.8,0.6568502595090483
1,3985,1.0,0.5,1.8,1.2520867646462557
1,3986,1.0,0.5,1.8,0.8708190762320991
1,3987,1.0,0.5,1.8,1.0894852259370127
1,3988,1.0,0.5,1.8,0.9177907443487383
1,3989,1.0,0.5,1.8,1.4547267818765601
1,3990,1.0,0.5,1.8,0.9380682136740073
1,3991,1.0,0.5,1.8,0.2516237461337577
1,3992,1.0,0.5,1.8,0.9240470814183579
1,3993,1.0,0.5,1.8,1.4747330054991334
1,3994,1.0,0.5,1.8,0.8497436188091553
1,3995,1.0,0.5,1.8,1.1172511325120917
1,3996,1.0,0.5,1.8,0.752482910796454
1,3997,1.0,0.5,1.8,0.8801347479758774
1,3998,1.0,0.5,1.8,0.46198833114318427
1,3999,1.0,0.5,1.8,1.1510908032636968
1,4000,1.0,0.5,1.8,1.1994760318204183
1,4001,1.0,0.5,1.8,0.3889329113847411
1,4002,1.0,0.5,1.8,0.7286474399661044
1,4003,1.0,0.5,1.8,0.7593964138208237
1,4004,1.0,0.5,1.8,1.3397279668505788
1,4005,1.0,0.5,1.8,0.48516354986438637
1,4006,1.0,0.5,1.8,1.1625604321009724
1,4007,1.0,0.5,1.8,0.9285592822747968
1,4008,1.0,0.5,1.8,0.8983530790955715
1,4009,1.0,0.5,1.8,0.5830555024880083
1,4010,1.0,0.5,1.8,1.475238666106425
1,4011,1.0,0.5,1.8,1.0727099051536597
1,4012,1.0,0.5,1.8,0.6717851724642647
1,4013,1.0,0.5,1.8,1.4197287472963638
1,4014,1.0,0.5,1.8,0.4218709359051649
1,4015,1.0,0.5,1.8,1.078932110976135
1,4016,1.0,0.5,1.8,1.2623629624978758
1,4017,1.0,0.5,1.8,1.3808045239387177
1,4018,1.0,0.5,1.8,1.4606842503927204
1,4019,1.0,0.5,1.8,0.8467875904717876
1,4020,1.0,0.5,1.8,0.5283256515880077
1,4021,1.0,0.5,1.8,0.6292139179190032
1,4022,1.0,0.5,1.8,0.4081021372455744
1,4023,1.0,0.5,1.8,1.268244166826646
1,4024,1.0,0.5,1.8,0.5777719931188979
1,4025,1.0,0.5,1.8,0.5222737049242575
1,4026,1.0,0.5,1.8,1.6103788267308765
1,4027,1.0,0.5,1.8,0.8713862147250376
1,4028,1.0,0.5,1.8,0.9574053887659544
1,4029,1.0,0.5,1.8,0.3634083259335849
1,4030,1.0,0.5,1.8,0.5707956041678576
1,4031,1.0,0.5,1.8,1.0034015340173845
1,4032,1.0,0.5,1.8,0.8369651352432119
1,4033,1.0,0.5,1.8,0.2525920199090908
1,4034,1.0,0.5,1.8,0.6163626143483236
1,4035,1.0,0.5,1.8,1.325509077351542
1,4036,1.0,0.5,1.8,1.116050491765565
1,4037,1.0,0.5,1.8,0.6828441611257439
1,4038,1.0,0.5,1.8,1.2563957883357748
1,4039,1.0,0.5,1.8,0.6436256513499081
1,4040,1.0,0.5,1.8,0.669323869904795
1,4041,1.0,0.5,1.8,0.3481640163913512
1,4042,1.0,0.5,1.8,1.3022847495266447
1,4043,1.0,0.5,1.8,0.403645790819059
1,4044,1.0,0.5,1.8,0.898507029389547
1,4045,1.0,0.5,1.8,1.0858905206141047
1,4046,1.0,0.5,1.8,0.3637779440398767
1,4047,1.0,0.5,1.8,1.190288315493036
1,4048,1.0,0.5,1.8,1.280112709144737
1,4049,1.0,0.5,1.8,0.5109009825239126
1,4050,1.0,0.5,1.8,1.2113214442661455
1,4051,1.0,0.5,1.8,1.5582782598846405
1,4052,1.0,0.5,1.8,0.5461060346652137
1,4053,1.0,0.5,1.8,0.7354338783643434
1,4054,1.0,0.5,1.8,0.9797879337859725
1,4055,1.0,0.5,1.8,0.6568164977081122
1,4056,1.0,0.5,1.8,0.8465834038542835
1,4057,1.0,0.5,1.8,0.7035885088681855
1,4058,1.0,0.5,1.8,0.16989661545475562
1,4059,1.0,0.5,1.8,1.008781109997771
1,4060,1.0,0.5,1.8,0.3671900197355264
1,4061,1.0,0.5,1.8,1.3766712539486685
1,4062,1.0,0.5,1.8,0.9801611566399706
1,4063,1.0,0.5,1.8,1.0024113817935352
1,4064,1.0,0.5,1.8,0.6934011878670174
1,4065,1.0,0.5,1.8,0.8651252320505806
1,4066,1.0,0.5,1.8,0.5152287515731101
1,4067,1.0,0.5,1.8,0.7476389642989616
1,4068,1.0,0.5,1.8,1.2554483709621707
1,4069,1.0,0.5,1.8,1.0622917889074175
1,4070,1.0,0.5,1.8,0.792032474753868
1,4071,1.0,0.5,1.8,1.0826865018954157
1,4072,1.0,0.5,1.8,1.0048461991034887
1,4073,1.0,0.5,1.8,1.2346184198965344
1,4074,1.0,0.5,1.8,0.5348367114578482
1,4075,1.0,0.5,1.8,0.7286899966683233
1,4076,1.0,0.5,1.8,0.5151695058606991
1,4077,1.0,0.5,1.8,1.6548553828740205
1,4078,1.0,0.5,1.8,1.3530391602344374
1,4079,1.0,0.5,1.8,1.3676336156002493
1,4080,1.0,0.5,1.8,1.2300483728482932
1,4081,1.0,0.5,1.8,0.43585475470647
1,4082,1.0,0.5,1.8,1.1065222796470378
1,4083,1.0,0.5,1.8,0.9113934040578043
1,4084,1.0,0.5,1.8,0.6946215079855274
1,4085,1.0,0.5,1.8,0.8687952074186963
1,4086,1.0,0.5,1.8,1.2265237657982622
1,4087,1.0,0.5,1.8,0.458305907400492
1,4088,1.0,0.5,1.8,1.2631457061374383
1,4089,1.0,0.5,1.8,0.6971339142583817
1,4090,1.0,0.5,1.8,0.32738052109611715
1,4091,1.0,0.5,1.8,1.3829018727562128
1,4092,1.0,0.5,1.8,0.6349614155624937
1,4093,1.0,0.5,1.8,0.8832485955824955
1,4094,1.0,0.5,1.8,0.579849973371368
1,4095,1.0,0.5,1.8,0.9958708567797862
1,4096,1.0,0.5,1.8,0.8678575366290798
1,4097,1.0,0.5,1.8,0.5098964205150627
1,4098,1.0,0.5,1.8,1.6560262726489292
1,4099,1.0,0.5,1.8,0.9288756180306732
1,4100,1.0,0.5,1.8,0.3290707509815874
1,4101,1.0,0.5,1.8,0.9727959319751871
1,4102,1.0,0.5,1.8,0.414215272729091
1,4103,1.0,0.5,1.8,1.3287801907214107
1,4104,1.0,0.5,1.8,1.3636924636729755
